Datetime,Batterie (V),Rayonnement global (j/cm²),Température (°C),ETo (mm),Humidité relative (%),Précipitation (mm),Vitesse du vent (km/h),Direction du vent (°),tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,cloudcover,solarradiation,solarenergy,uvindex,conditions
2020-08-11,6.84,2388,35.43,6.19,6.78,0,11.09,177.97,41.9,27.5,34.6,39.1,26.9,32.9,9.2,22.9,0,0,0,25.6,154.9,6.2,289,25,9,Clear
2020-08-12,6.81,2438.16,36.59,7.59,6.62,0,25.08,222.25,43.1,27.9,35,40.2,27.2,33.2,8.6,22.1,0,0,0,26.6,227.5,11.4,291.3,25.2,9,Clear
2020-08-13,6.78,2456.39,37.61,8.18,5.8,0,13.64,230.98,44.6,30.1,37.1,44.6,28.4,35.3,5.9,15.7,0,0,0,28.1,235.9,15.9,311.2,26.8,10,Clear
2020-08-14,6.8,2379.65,37.93,7.7,4.36,0,18.17,223.55,44.5,28.6,36.4,44.5,27.1,34.5,2.8,13.1,0,0,0,34.2,296.9,4.8,321.1,27.7,10,Clear
2020-08-15,6.81,2326.45,37.42,7.56,4.1,0,16.18,215.04,44.8,29.3,36.4,44.8,27.6,34.3,1.6,12.2,0,0,0,32,329.4,3.4,324.1,27.9,10,Clear
2020-08-16,6.79,2471.39,38.55,8.48,3.78,0,17.77,239.22,45.4,29.5,37,45.4,27.8,35.2,4.1,13.8,0,0,0,27,313.4,3,324.5,28,10,Clear
2020-08-17,6.79,2740.67,38.04,8.59,3.07,0,14.93,215.38,45.4,28,36.5,45.4,26.8,34.7,1.6,12.7,0,0,0,25.9,251.3,0,337.5,29.2,10,Clear
2020-08-18,6.79,2762.55,37.01,6.8,3.43,0,11.09,168.75,44.8,27.5,36,44.8,26.4,34.1,1.6,12.8,0,0,0,25.6,179.3,0,338.1,29.1,10,Clear
2020-08-19,6.79,2623.42,36.39,6.08,3.78,0,7.7,153.8,44.6,29.4,36.4,44.6,27.8,34.5,3.2,13.8,0,0,0,27,260.4,20.8,327.2,28.2,10,Partially cloudy
2020-08-20,6.79,2406.31,36.07,5.62,4.89,0,9.9,150.73,43.4,30,36.1,43.4,28.3,33.7,4.2,14.7,0,0,0,26.6,259.8,6.1,314,27.1,10,Clear
2020-08-21,6.79,2184.29,38.71,6.27,4.12,0,13.17,211.95,45.3,29.6,37.7,45.3,27.8,36,3.6,12.7,0,0,0,15.5,223.5,10.4,296.3,25.7,10,Clear
2020-08-22,6.8,1964.72,38.23,7.81,4.78,0,18.02,203.49,44.9,31.4,37.7,44.9,29.4,35.7,4.1,13.2,0,0,0,23,91.8,25,287.8,24.9,10,Partially cloudy
2020-08-23,6.8,2329.53,37.62,6.69,5.08,0,18.42,195.12,44.5,30.6,37.4,44.5,28.9,35.6,6.2,16,0,0,0,31.7,69.9,30.3,278.3,24,9,Partially cloudy
2020-08-24,6.8,2409.4,36.34,7.19,5.99,0.3,20.9,173.78,43.4,28.6,36,43.4,27.5,33.8,5.6,16.6,0,0,0,23.4,91.5,30.6,278,23.9,9,Partially cloudy
2020-08-25,6.79,1845.99,36.55,5.3,5.23,0,12.95,175.92,43.7,29.8,36.6,43.7,28.4,34.4,5.6,16.4,0,0,0,23.4,137,5.9,307.9,26.5,10,Clear
2020-08-26,6.8,2160.42,36.36,4.74,4.46,0,6.88,179.08,43.3,27.9,36.3,39.7,26.6,33.6,2,12.1,0,0,0,20.2,113.5,0.6,302.8,26.3,10,Clear
2020-08-27,6.8,2097.27,37.75,6.15,4.79,0,19.73,219.56,44.1,30.5,36.2,44.1,28.6,34.7,8.1,19.4,6.4,100,12.5,26.3,153,21.7,261.1,22.4,9,"Rain, Partially cloudy"
2020-08-28,6.82,2542.91,36.86,8.6,3.73,0,16.46,260.1,42.2,26.8,34,39.1,27,32.5,8.7,25.4,0,0,0,29.9,176.7,0.2,309.6,26.8,10,Clear
2020-08-29,6.81,2362.35,35.29,6.09,3.33,0,8.28,191.12,41.3,24.3,32.5,37.6,24.3,30.6,3,18.3,0,0,0,30.6,258.8,0,308.5,26.7,10,Clear
2020-08-30,6.83,2512.49,32.29,5.46,7.14,0,11.03,125.74,38.6,23.4,30.5,35.5,23.4,29.1,5.7,23.9,0,0,0,22,177.3,0,314.9,27.2,10,Clear
2020-08-31,6.88,1490.94,30.39,4.86,16.06,1.5,12.17,118.95,38.5,24.8,31.8,38.2,24.8,31.2,11.6,29.4,0,0,0,27.7,125.4,27.1,234.6,20.1,9,Partially cloudy
2020-09-01,6.9,1573.78,27.64,3.79,22.29,1.3,7.36,163.95,37.9,28.1,32.8,37.6,28.2,32.5,15,35.2,0,0,0,21.6,202.7,30.3,264.8,23.1,9,Partially cloudy
2020-09-02,6.87,2523.07,33.12,7.62,10.56,0,15.1,235.33,40.8,26.6,33.2,38.9,26.6,32.1,11,27.7,0,0,0,34.2,308.3,17.2,301.1,26,10,Clear
2020-09-03,6.87,2127.65,32.6,6.79,9.67,0,14.99,109.44,39.6,25.1,31.9,36.4,25.1,30.2,3.9,18.9,0,0,0,26.3,216,0,311.4,26.8,10,Clear
2020-09-04,6.88,2204.57,33.29,5.95,9.54,0,11.35,89.36,40,25,32.6,38.2,25,31.2,6.6,20.2,0,0,0,19.4,153.5,2.3,289.7,24.9,9,Clear
2020-09-05,6.86,2142.63,33.34,6.5,9.48,0,23.92,125.57,40.4,26.9,33.1,38.3,26.7,31.6,9.5,24.9,0,0,0,17.6,164.3,1.7,264,22.7,9,Clear
2020-09-06,6.84,2436.98,32.81,6.93,9.41,0,13.05,212.91,40.4,26.3,33,37.9,26.3,31.4,7.8,23.5,0,0,0,26.6,187.7,1.7,290.1,25,10,Clear
2020-09-07,6.83,2452.46,34.52,6.28,5.46,0,11.64,192.7,41.4,26.9,34.1,38.6,26,31.9,3.4,15,0,0,0,24.1,124.2,1.6,306.4,26.5,10,Clear
2020-09-08,6.82,2491.67,34.7,5.87,4.63,0,8.47,186.27,41.7,25.9,33.7,39.1,25.9,31.7,3.8,16,0,0,0,23.4,136.3,0,298.1,25.7,10,Clear
2020-09-09,6.82,2547.49,34.89,6.66,3.74,0,11.43,191.21,42.6,25,33.6,38.5,25,31.4,0.6,14.6,0,0,0,29.5,298.4,0,309.7,26.7,10,Clear
2020-09-10,6.82,2575.52,34.75,7.08,3.7,0,11.52,224.86,41.2,24.3,32.6,37.4,24.3,30.6,-0.4,13.7,0,0,0,35.3,305.5,1.6,314,27.1,10,Clear
2020-09-11,6.83,2468.81,33.27,5.77,5.35,0,13.04,170.37,41.2,24.6,32.4,37.6,24.6,30.6,3.1,18,0,0,0,32.8,259.5,32.4,308.3,26.5,10,Partially cloudy
2020-09-12,6.68,2377.69,32.85,6,7.25,0,15.2,181.02,40.5,25.4,32.2,37.7,25.4,30.8,8.4,25.9,0,0,0,31.7,260.7,71.1,288.9,25.1,9,Partially cloudy
2020-09-13,6.61,2304.12,34.29,9.37,6.21,0,20.39,250.7,41.1,25.1,32.4,38.1,25.1,30.9,7.6,24.6,0,0,0,33.5,327,85.3,269.6,23.2,9,Partially cloudy
2020-09-14,6.56,1360.93,34.63,6.71,5.59,0,19.52,254.63,39.7,28,32.8,37.5,27,31,7.9,22.2,0,0,0,38.5,327.4,94,153.8,13.5,6,Overcast
2020-09-15,6.59,2277.05,34.59,7.44,4.41,0,18.1,252.33,39.9,27.2,32.8,37.1,26.3,30.7,2.9,16.4,0,0,0,27.4,335.7,72.1,229.4,19.8,9,Partially cloudy
2020-09-16,6.57,1285.66,34.26,6.64,5.78,0,16.28,259.01,39.8,27.4,32.1,37.3,26.6,30.4,7.1,22.1,0,0,0,49.3,238.6,90.4,178.7,15.4,8,Overcast
2020-09-17,6.56,1395.14,31.35,5.34,9.68,0.2,19.66,161.99,33.8,25.8,28.9,32.8,25.8,28.5,13,38,0.3,100,12.5,24.1,40.2,85.7,148.6,12.9,6,"Rain, Partially cloudy"
2020-09-18,6.58,2097.62,31.46,5,9.83,0,9.81,141.33,38.8,24.2,30.9,36.6,24.2,29.7,9.7,29.7,0,0,0,25.6,162,84.4,237.2,20.5,8,Partially cloudy
2020-09-19,6.58,1986.23,33.33,4.74,7.64,0,8.2,181.9,40.4,25.1,32.2,38,25.1,30.8,7.8,24,0,0,0,26.3,288.2,15.7,235.9,20.6,8,Clear
2020-09-20,6.59,2063.47,34.34,5.81,5.35,0,9.71,232.32,40.9,24.9,32.5,37.7,24.9,30.7,2,15.4,0,0,0,26.6,287.1,67,254.8,21.9,9,Partially cloudy
2020-09-21,6.57,2130.1,34.74,6.98,4.26,0,12.81,246.2,41.4,24.5,32.4,37.7,24.5,30.5,0.9,15.1,0,0,0,32,303.3,5.2,286,24.7,9,Clear
2020-09-22,6.58,2211.67,33.47,6.45,4.66,0,14.21,214.24,40.5,24.4,31.9,36.9,24.4,30.1,0.8,15.5,0,0,0,26.3,292.5,49.8,262.7,22.8,8,Partially cloudy
2020-09-23,6.58,2104.18,32.57,4.84,5.46,0,7.61,155.74,40.3,23.7,31.5,37.1,23.7,29.8,3,18.1,0,0,0,32.4,147.6,42,273.1,23.7,9,Partially cloudy
2020-09-24,6.57,1469.27,33.24,5.08,5.7,0,18.47,211.15,39,26.2,31.6,36.3,26.2,30.1,5.4,20.2,0,0,0,26.3,259.8,74.2,177.5,15.4,7,Partially cloudy
2020-09-25,6.6,1906.47,34.33,7.19,6.3,0,14.75,257.52,41,26.5,33.2,38.6,26.3,31.5,7.3,21.4,0,0,0,29.5,295,7.9,255.3,22,9,Clear
2020-09-26,6.6,2127.6,33.53,8.86,5.95,0,20.46,272.9,39.5,25.1,31.5,36.6,25.1,30,5.8,21.6,0,0,0,34.9,330.7,8.7,274.8,23.7,9,Clear
2020-09-27,6.6,1967.77,31.87,7.14,6.61,0,22.56,145.65,38,20.9,29,35.1,20.9,27.7,4.7,24.1,0,0,0,35.3,159.1,0,266.9,23,9,Clear
2020-09-28,6.61,1933.52,31.6,5.5,5.72,0,15.34,97.11,38.3,23.2,29.9,35.3,23.2,28.5,2.4,18.4,0,0,0,32,104.1,18.5,263,22.7,9,Clear
2020-09-29,6.62,2027.14,29.03,4.5,7.15,0,15.01,134.6,37.2,20.9,28.9,34.6,20.9,27.7,4,21.2,0,0,0,25.9,137.6,14.8,267.1,23,9,Clear
2020-09-30,6.6,1993.65,30.88,4.76,6.12,0,10.1,170.98,38.6,22.8,29.9,35.5,22.8,28.6,4,21.4,0,0,0,28.1,192,14.1,264.3,22.8,9,Clear
2020-10-01,6.59,2052.12,31.44,6.93,4.75,0,17.63,247.02,38.8,20.5,28.7,35.4,20.5,27.4,2.6,24.1,0,0,0,30.6,308.5,60.2,273.1,23.5,9,Partially cloudy
2020-10-02,6.61,2011.02,30.47,6.73,8.15,0,14.98,223.51,37.5,20.3,27.6,34.4,20.3,26.5,5.2,29.7,0,0,0,37.4,321.2,17.1,273,23.7,9,Clear
2020-10-03,6.61,1994.41,28.82,5.43,7.27,0,12.02,187.66,35.1,17.9,26.2,32.4,17.9,25.2,5,31.2,0,0,0,31,237.2,9.7,269.7,23.2,9,Clear
2020-10-04,6.6,1956.26,27.04,4.07,9.47,0,6.3,140.2,34.7,19.6,26.6,32.2,19.6,25.7,6.5,30.5,0,0,0,24.1,175.8,0,261.4,22.5,9,Clear
2020-10-05,6.6,1963.58,28.73,4.72,8.9,0,10.94,170.34,37.9,20.1,27.9,35,20.1,26.8,5.4,27.1,0,0,0,26.3,285.9,30.6,264.7,22.8,9,Partially cloudy
2020-10-06,6.62,1751.42,29.81,5.04,5.17,0,14.04,184.06,37.3,20.7,28.2,34.3,20.7,27,3.7,24.4,0,0,0,28.4,247.3,94.1,232.4,20.1,8,Overcast
2020-10-07,6.62,1742.69,29.04,4.04,6.17,0,9.19,147.34,35.7,22.4,27.6,33,22.4,26.7,6.4,28.7,1.1,100,25,33.8,234.8,95,201.1,17.3,8,"Rain, Overcast"
2020-10-08,6.61,1655.76,27.93,3.34,7.67,0,6.08,139.49,33.4,22.9,27.5,31.1,22.9,26.7,7.3,29.7,8.9,100,54.17,19.1,79.2,63,223.4,19.3,8,"Rain, Partially cloudy"
2020-10-09,6.61,1821.45,27.31,3.72,8.41,0,6.87,141.67,33.3,20,26.6,31,20,25.8,5.5,27.3,0,0,0,12.2,88.9,68.1,222,19.2,8,Partially cloudy
2020-10-10,6.61,1844.88,26.65,3.79,8.47,0,8.04,124.58,34.5,19.5,26.9,32,19.5,26,3.4,23.5,0,0,0,13.3,88.1,35.9,251,21.7,9,Partially cloudy
2020-10-11,6.59,1865.44,28.38,4.26,6.77,0,10.48,171.04,36.7,20.5,28.2,34,20.5,27,3.6,22.1,0,0,0,25.2,220.2,1.5,248.9,21.6,9,Clear
2020-10-12,6.6,1874.73,30.7,7.4,5.64,0,15.94,261.03,37.6,22.9,29.5,34.7,22.9,28.3,3.4,20.5,0,0,0,24.8,330.5,18,250.1,21.6,9,Clear
2020-10-13,6.6,1920.9,29.73,6.42,3.78,0,19.85,226.13,36.3,20.3,27.5,33.3,20.3,26.4,-2.4,15.4,0,0,0,30.6,320.4,8,258.9,22.4,9,Clear
2020-10-14,6.61,1939.62,28.21,8.26,4.08,0,19.54,272.08,32.7,18.2,24.5,30.3,18.2,23.8,-2.8,17.9,0,0,0,37.1,322.6,46.6,224.7,19.4,8,Partially cloudy
2020-10-15,6.59,1760.51,27.27,7.46,5.78,0,21.88,247.46,33.3,17.5,23.8,30.8,17.5,23.1,0,23.5,0,0,0,33.1,324.2,56.6,230.4,19.9,8,Partially cloudy
2020-10-16,6.61,1847.71,25.51,6.48,7.79,0,16.61,242,30.8,15.9,22,28.7,15.9,21.5,2.3,31,0,0,0,31.3,322,2.6,245.7,21.1,8,Clear
2020-10-17,6.64,1775.87,24.74,5.74,9.05,0,15.51,161.55,29.7,14.6,21.7,27.9,14.6,21.2,1.9,31.6,0,0,0,28.8,205.3,38.2,226.5,19.5,8,Partially cloudy
2020-10-18,6.65,1803.35,24.86,4.76,6.54,0,11.18,74.69,30,14.3,22,28.1,14.3,21.6,0.8,26,0,0,0,24.8,85.7,51.2,201.9,17.4,8,Partially cloudy
2020-10-19,6.64,1772.04,23.94,3.66,8,0,10.2,130.81,30.4,16.2,22.9,28.4,16.2,22.5,2.5,27.6,0,0,0,19.1,95.6,41.2,214.1,18.4,8,Partially cloudy
2020-10-20,6.63,1755.58,23.29,3.53,8.82,0,7.69,128.94,31.1,15.8,23.1,29,15.8,22.5,3.3,29.2,0,0,0,21.2,135.5,54.7,213.1,18.5,8,Partially cloudy
2020-10-21,6.61,1374.1,25.17,3.47,11.13,0,10.37,144.97,28.4,19.3,23.1,27.8,19.3,23,10.3,45.1,3.4,100,50,31.3,264.2,76.8,151,13,6,"Rain, Partially cloudy"
2020-10-22,6.46,673.04,19.37,2.16,24.86,0.2,18.03,179.8,19.5,15.8,18.1,19.5,15.8,18.1,10.5,61.4,8,100,58.33,17.3,290.1,81.4,63.2,5.3,2,"Rain, Partially cloudy"
2020-10-23,6.59,583.38,18.17,1.3,29.77,0,4.6,152.68,22.5,15.1,18.5,22.5,15.1,18.5,10.8,61.1,0,0,0,13.3,216.6,89.2,78.3,6.9,3,Partially cloudy
2020-10-24,6.52,1829.41,20.94,3.63,18.45,0,8.44,148.8,26.9,15.9,20.7,26.7,15.9,20.7,9.6,50.7,0,0,0,14,149.6,79.4,135.6,11.6,6,Partially cloudy
2020-10-25,6.61,1737.24,23.54,4.21,8.76,0,12.47,195.01,30.6,15.3,21.6,28.6,15.3,21.1,2.7,31.2,0,0,0,28.1,164,28.4,211.1,18.3,8,Partially cloudy
2020-10-26,6.6,1617.6,24.56,5.39,3.67,0,14.6,240.12,31.1,13.7,20.9,29,13.7,20.4,-1.9,25.8,0,0,0,30.2,333.3,1.9,238.9,20.4,8,Clear
2020-10-27,6.63,1740.36,23.87,4.77,7.26,0,17.96,170.5,28.3,12.8,20,26.9,12.8,19.7,1.5,30.6,0,0,0,24.8,147.8,3.3,229.2,19.7,8,Clear
2020-10-28,6.62,1618.43,21.75,3.55,9.47,0,9.9,131.06,25.9,14.5,19.7,25.9,14.5,19.7,4.8,39.2,0,0,0,22.7,58.8,92.1,146.2,12.6,6,Overcast
2020-10-29,6.62,1629.4,22.48,3.64,9.19,0,8.7,113.95,29,15.7,21.1,27.4,15.7,20.8,3.1,32.6,0,0,0,26.3,75.3,28.2,195.4,16.9,7,Partially cloudy
2020-10-30,6.63,1535.57,21.96,3.46,9,0,12.11,114.92,27.1,14.2,19.9,26.3,14.2,19.8,2.3,32.9,0,0,0,23,64,1.3,212.1,18.3,8,Clear
2020-10-31,6.63,1615.6,20.33,3.05,10.07,0,8.29,144.08,28.1,14.2,20.4,26.7,14.2,20.2,1.6,30.1,0,0,0,19.1,66.3,0.1,217.9,18.9,8,Clear
2020-11-01,6.73,1618.74,20.74,3.16,9.54,0,5.96,143.82,28.9,14.3,20.8,27.3,14.3,20.5,1.5,29.7,0,0,0,15.1,72.3,0.1,217,18.7,8,Clear
2020-11-02,6.93,1607.98,20.52,3.23,8.78,0,7.94,131.57,26.8,13.7,19.6,26.6,13.7,19.5,0.2,29,0,0,0,16.2,66.1,0.2,214.6,18.6,8,Clear
2020-11-03,6.96,1588.51,19.97,2.99,10.84,0,6.29,117.52,27.1,13.5,19.9,26.3,13.5,19.7,1.2,30.1,0,0,0,15.5,76.6,24,209.5,18.2,8,Partially cloudy
2020-11-04,6.97,1244.92,21.02,3.19,10.17,0,13.87,143.94,23.7,15.3,19.4,23.7,15.3,19.4,3.1,34.6,0.3,100,12.5,9.7,121.7,94.5,79.4,6.8,3,"Rain, Overcast"
2020-11-05,6.99,1583.03,21.6,4.56,12.45,0.1,12.18,150.01,27.3,14.2,20.1,26.4,14.2,20,5,40.4,0.3,100,12.5,31.7,189.6,48.7,192.9,16.6,7,"Rain, Partially cloudy"
2020-11-06,6.95,648.55,21.59,2.14,11.56,0,8.08,135.98,26.8,16,19.9,26.3,16,19.8,4.4,37.9,2.3,100,20.83,32.8,185.8,58.5,111.2,9.6,5,"Rain, Partially cloudy"
2020-11-07,6.98,1551.31,20.09,3.16,16.22,0,7.28,151.44,23.6,12.2,17.7,23.6,12.2,17.7,11.1,67.9,0,0,0,16.9,110.5,27.2,156.2,13.5,5,Partially cloudy
2020-11-08,6.97,1479.21,21.85,2.95,12.4,0,4.75,145.72,28.4,15,20.9,27.6,15,20.8,11.2,56.9,0,0,0,17.3,110.8,53.5,181.7,15.8,7,Partially cloudy
2020-11-09,6.96,1245.05,22.37,2.68,11.72,0,7.17,167.25,29.5,16.4,21.6,28,16.4,21.4,8.5,45.6,0,0,0,20.2,135.8,33,168,14.6,6,Partially cloudy
2020-11-10,6.96,1504.91,22.53,3.11,10.8,0,6.88,153.08,29.9,15.2,21.7,28.1,15.2,21.3,4.8,35.1,0,0,0,20.5,208,1.2,198.7,17.1,7,Clear
2020-11-11,6.98,1458.65,21.4,2.92,10.18,0,8.03,159.07,29,14.6,21.3,27.4,14.6,21,1.3,27.3,0,0,0,18.4,94.7,34.6,200.8,17.4,7,Partially cloudy
2020-11-12,6.96,543.25,20.52,1.51,13.56,0.2,7.1,142.58,24.7,16.2,19.5,24.7,16.2,19.5,4.7,38.5,1,100,41.67,17.6,65.7,95.6,115.6,9.9,5,"Rain, Overcast"
2020-11-13,6.98,1437.69,21.98,3.19,16.9,0,8.89,169.36,24.2,14.2,18.5,24.2,14.2,18.5,8.8,54.6,0.2,100,8.33,14,99.6,94.3,101.1,8.7,4,"Rain, Overcast"
2020-11-14,6.96,1247.05,22.17,2.75,17.63,0,7.29,145.91,22.9,16,18.1,22.9,16,18.1,10.3,61.5,0,0,0,15.8,97.9,83.5,91.5,7.7,5,Partially cloudy
2020-11-15,6.97,1268.86,20.62,2.48,17.2,0,5.48,162.42,26.4,14.7,20.1,26.4,14.7,20.1,8.7,50.5,0,0,0,14.8,127,73.9,133.4,11.6,5,Partially cloudy
2020-11-16,6.96,1277.01,21.56,2.86,12.94,0,7.56,171.94,27,16.9,21.4,26.7,16.9,21.3,6.3,39.9,0,0,0,16.6,54,82.5,122.6,10.6,5,Partially cloudy
2020-11-17,6.96,1404.52,22.61,3.22,10.9,0,9.28,176.59,29.6,16.5,22.6,27.9,16.5,22.2,4.5,32.1,0,0,0,11.5,78.3,6.8,188.6,16.3,7,Clear
2020-11-18,6.97,1386.2,22.4,3.07,10.08,0,10.43,132.16,28.8,16.4,21.9,27.3,16.4,21.6,4.4,33.4,0,0,0,14,166.1,2.5,188.5,16.2,7,Clear
2020-11-19,7,1382,19.68,3.16,13.81,0,8.76,105.57,24.7,13,18.4,24.7,13,18.4,4.3,40.5,0,0,0,21.2,73.1,52.8,175.5,15.1,7,Partially cloudy
2020-11-20,7.03,1376.56,17.26,2.54,14.94,0,5.68,142.71,22.5,11.7,16.3,22.5,11.7,16.3,2.7,41.4,0,0,0,25.2,69.2,42,187.5,16.1,7,Partially cloudy
2020-11-21,7.03,1381.82,16.75,2.62,14.61,0,5.42,121.17,25.3,11.7,17.8,25.3,11.7,17.8,1.2,35.8,0,0,0,12.6,58.1,0,190.7,16.5,7,Clear
2020-11-22,7.04,1381.02,16.03,2.62,13.43,0,9.4,133.91,23.2,10.2,16.4,23.2,10.2,16.4,-1.2,31.6,0,0,0,18,94.6,5.8,188.1,16.2,7,Clear
2020-11-23,7.05,1351.43,14.58,2.35,15.57,0,5.14,109.83,24.5,9.5,16.2,24.5,8.2,16.1,0.5,36,0,0,0,10.8,131.4,4.2,184.7,16,7,Clear
2020-11-24,7.06,1280.19,14.72,2.26,13.68,0,6.23,118.59,23.6,9.9,16.3,23.6,8.8,16.2,0,34.6,0,0,0,10.4,169.5,46,163.3,14.1,6,Partially cloudy
2020-11-25,7.07,886.18,15.38,1.88,12.24,0,5.34,140.91,19.8,11.8,15,19.8,11.8,15,6.4,57.7,27.2,100,75,21.6,235.7,63.2,128.6,11.2,6,"Rain, Partially cloudy"
2020-11-26,7.08,1115.5,13.64,2.88,17.89,1,18.47,218.55,16.2,8.6,11.5,16.2,7,11,4.9,66.6,6.4,100,100,29.2,260.7,34.4,144.7,12.5,6,"Rain, Partially cloudy"
2020-11-27,7.12,1374.13,12.07,2.96,22.46,0.4,16.21,219.48,17.1,6.7,11.2,17.1,4.2,10.3,4.9,68,1.7,100,33.33,32.8,290,25.4,169.4,14.7,7,"Rain, Partially cloudy"
2020-11-28,7.09,1378.99,14.97,3.86,18.8,0,14.41,239.09,21.4,7.2,13,21.4,4.3,12,5.3,66.5,0,0,0,24.5,315.2,4.6,185,15.9,7,Clear
2020-11-29,7.07,1306.58,15.06,3.16,16.55,0,14.97,156.29,20.3,8.5,13.8,20.3,6.4,13.2,7.5,68.7,0.2,100,8.33,18,258.8,47.5,159.8,13.8,6,"Rain, Partially cloudy"
2020-11-30,7.05,773.39,16.03,2.24,16.31,0,10.16,123.4,20.1,10.3,14.5,20.1,10.3,14.5,6.5,61,2,100,70.83,21.6,155.9,28.1,159.5,13.8,6,"Rain, Partially cloudy"
2020-12-01,7.07,1194.33,14.69,2.26,17.79,0,7.08,129.45,22.7,8.4,14.6,22.7,6.6,14.3,4.1,51.9,0,0,0,18.4,104.4,66.8,159.9,13.8,6,Partially cloudy
2020-12-02,7.07,1303.76,14.79,2.37,15.95,0,7.94,131.82,23.5,10,16,23.5,8.5,15.9,4.8,49.1,0,0,0,14,135.9,18.7,169.3,14.8,7,Clear
2020-12-03,7.06,1297.85,17.48,4.09,12.82,0,14.66,251.25,23.4,9.8,15.8,23.4,7.9,15.7,6.6,57.4,0,0,0,24.8,322.2,34.6,174.3,15.1,7,Partially cloudy
2020-12-04,7.06,1322.22,17.36,4.48,15.62,0,17.44,255.9,20.9,9.9,14.3,20.9,7.1,14,7,65.3,0,0,0,38.9,321.7,20.3,176.8,15.3,7,Partially cloudy
2020-12-05,7.08,1356.97,15.85,5.03,14.79,0,20.96,260.45,18.1,7.9,12.9,18.1,4.2,12.5,4.2,58.3,0,0,0,45,327.3,3.3,179,15.5,7,Clear
2020-12-06,7.1,1281.77,12.96,2.6,14.93,0,11.36,174.97,17.3,4.8,10.4,17.3,0.4,8.6,-0.6,48.8,0,0,0,27.4,180.2,0.2,177,15.3,7,Clear
2020-12-07,7.11,1296.65,12.57,2.33,15.38,0,6.76,141.59,19.7,6,11.5,19.7,3.6,10.5,-0.7,45.8,0,0,0,11.9,138.9,0,173.8,15,7,Clear
2020-12-08,7.09,1327.44,13.47,2.46,15.58,0,6.6,176.99,23.3,6.3,12.9,23.3,3.3,11.9,-0.5,44.3,0,0,0,25.2,318.3,0,180.5,15.6,7,Clear
2020-12-09,7.07,1336.39,16.03,2.93,9.63,0,9.1,173.84,20.9,5.9,12.5,20.9,2.8,11.1,-0.6,43.5,0,0,0,25.6,143.9,0,178.8,15.5,7,Clear
2020-12-10,7.06,1294.35,13.52,2.25,11.29,0,5.55,130.45,20.8,7.4,13.2,20.8,4.8,12.3,0.1,43.3,0,0,0,14.4,109.6,0.4,174.5,15.1,7,Clear
2020-12-11,7.05,1281.72,15.38,2.35,11.9,0,5.02,144.8,22.9,9,14.8,22.9,7,14.1,3,47.5,0,0,0,13.3,120.5,2.3,171.7,14.9,7,Clear
2020-12-12,7.03,1295.41,16.65,2.39,12.58,0,4.34,149.02,27.4,10.7,17.7,26.4,10.7,17.6,6.3,51.2,0,0,0,13.7,116.6,15.2,172.9,15,7,Clear
2020-12-13,7.04,1059.78,16.66,2.01,16.32,0,6.94,151.03,21.4,11.6,16.2,21.4,11.6,16.2,5.7,50.7,0,0,0,16.9,107,79.9,124.8,10.9,5,Partially cloudy
2020-12-14,7.05,1299.8,15.67,2.43,16.54,0,8.36,172.55,21.7,9.6,15.2,21.7,8.1,15,5.7,55.5,0,0,0,12.2,238.1,68.2,146.9,12.8,5,Partially cloudy
2020-12-15,7.04,1277.74,15.97,2.41,16.99,0,6.75,155.63,22.5,11.2,16.4,22.5,11.2,16.4,4.3,47.2,0,0,0,12.6,97.5,47.1,170.3,14.8,7,Partially cloudy
2020-12-16,7.05,1292.36,16.52,3.09,15.83,0,14.21,190.82,23,10.3,15.4,23,10.3,15.4,3.7,47.9,0,0,0,26.3,150.8,50.4,162.6,14,7,Partially cloudy
2020-12-17,7.05,1312.32,16.01,3.1,14.75,0,15.2,197.45,20.7,7.7,13.1,20.7,4.3,12.3,1.6,53.2,0,0,0,31.7,178.2,5.5,177.8,15.4,7,Clear
2020-12-18,7.07,1242.26,13.03,2.24,17.57,0,6.17,141.44,19.8,7.6,12.6,19.8,5.2,11.6,2.1,50.5,0,0,0,16.6,107.5,7.5,170,14.8,7,Clear
2020-12-19,7.08,1294.26,13.46,2.24,16.66,0,5.94,158.45,20.7,7.4,12.9,20.7,5.3,12.2,2.5,51.2,0,0,0,13.7,146.3,29.3,159.7,13.8,6,Partially cloudy
2020-12-20,7.07,1267.15,14.07,2.3,15.67,0,5.87,153.87,21.5,8,13.7,21.5,5.9,12.9,-0.6,39.2,0,0,0,14.8,139.8,0,170.3,14.8,7,Clear
2020-12-21,7.06,1258.82,14.2,2.25,15.95,0,6.41,133.13,20.7,7.9,13.6,20.7,5.7,13.3,2.4,48.4,0,0,0,14.8,99.8,0,169.8,14.8,7,Clear
2020-12-22,7.08,1261.6,13.09,2.15,17.72,0,7.01,134.94,19.4,7.6,12.5,19.4,5.3,11.8,3.4,55.7,0,0,0,17.3,70.5,0,168.4,14.6,7,Clear
2020-12-23,7.09,1282.62,12.5,2.46,19.13,0,8.62,115.65,18.5,6.9,11.5,18.5,4.2,10.4,2.1,53.8,0,0,0,26.3,68.6,0,169,14.6,7,Clear
